postcode,postcode_space,postcode area,Median download speed (Mbit/s),Average download speed (Mbit/s),Maximum download speed (Mbit/s),Average download speed (Mbit/s) for lines < 10Mbit/s,Average download speed (Mbit/s) for lines 10<30Mbit/s,Average download speed (Mbit/s) for lines 30<300Mbit/s,Average download speed (Mbit/s) for SFBB lines,Average download speed (Mbit/s) for UFBB lines,Median upload speed (Mbit/s),Average upload speed (Mbit/s),Maximum upload speed (Mbit/s),Average upload speed (Mbit/s) for lines < 10Mbit/s,Average upload speed (Mbit/s) for lines 10<30Mbit/s,Average upload speed (Mbit/s) for lines 30<300Mbit/s,Average upload speed (Mbit/s) for SFBB lines,Average upload speed (Mbit/s) for UFBB lines,Number of connections < 2 Mbit/s (number of lines),Number of connections 2<5 Mbit/s (number of lines),Number of connections 5<10 Mbit/s (number of lines),Number of connections 10<30 Mbit/s (number of lines),Number of connections 30<300 Mbit/s (number of lines),Number of connections >= 300 Mbit/s (number of lines),Number of connections >= 30 Mbit/s (number of lines),Average data usage (GB),Median data usage (GB),Average data usage (GB) for lines <10Mbits,Average data usage (GB) for lines 10<30Mbit/s,Average data usage (GB) for lines 30<300Mbit/s,Average data usage (GB) for SFBB lines,Average data usage (GB) for UFBB lines,Latitude,Longitude
AB165JH,AB16 5JH,AB,40.0,37.6,78.1,,14.8,51.8,51.8,,10.0,8.9,20.0,,1.0,13.9,13.9,,0,0,0,5,8,0,8,359.0,167.0,,68.0,496.0,496.0,,,
AB165JP,AB16 5JP,AB,29.9,31.1,100.0,6.0,22.2,42.5,42.5,,6.0,4.7,8.28,2.5,2.6,6.7,6.7,,0,0,2,20,20,0,20,169.0,47.0,1.0,172.0,183.0,183.0,,,
AB165JQ,AB16 5JQ,AB,15.1,16.9,31.34,7.0,19.1,31.0,31.0,,4.6,3.5,6.19,1.0,4.1,6.0,6.0,,0,1,2,7,1,0,1,296.0,41.0,35.0,43.0,2555.0,2555.0,,,
AB165JS,AB16 5JS,AB,30.7,44.0,158.55,5.0,17.4,73.1,73.1,,6.0,9.4,30.0,0.7,1.3,17.7,17.7,,1,0,2,12,15,0,15,218.0,57.0,85.0,62.0,341.0,341.0,,,
AB165JT,AB16 5JT,AB,63.7,62.4,78.11,,,62.4,62.4,,19.5,16.2,20.0,,,16.2,16.2,,0,0,0,0,12,0,12,513.0,479.0,,,514.0,514.0,,,
AB165JU,AB16 5JU,AB,57.3,53.6,78.11,,15.0,61.2,61.2,,14.8,13.3,19.53,,1.0,15.8,15.8,,0,0,0,1,5,0,5,497.0,224.0,,119.0,374.0,374.0,,,
AB165JW,AB16 5JW,AB,72.9,198.3,1000.0,,,64.7,198.3,1000.0,19.8,17.5,20.0,,,17.5,15.0,0.0,0,0,0,0,6,1,7,248.0,120.0,,,165.0,213.0,500.0,,
AB165JX,AB16 5JX,AB,30.3,30.8,80.0,7.5,18.1,44.1,44.1,,6.5,6.2,20.0,2.0,3.6,8.8,8.8,,0,0,2,10,13,0,13,424.0,329.0,403.0,263.0,552.0,552.0,,,
AB165JY,AB16 5JY,AB,58.0,91.5,1000.0,6.7,18.3,62.5,121.1,1000.0,19.5,13.9,20.0,1.0,2.7,17.8,16.7,0.0,0,1,2,3,15,1,16,272.0,111.0,52.0,123.0,263.0,291.0,703.0,,
AB165JZ,AB16 5JZ,AB,47.4,42.1,69.22,,11.5,57.5,57.5,,10.0,10.3,20.0,,1.0,15.0,15.0,,0,0,0,2,4,0,4,440.0,12.0,,3.0,659.0,659.0,,,
AB165LA,AB16 5LA,AB,39.0,34.8,55.0,8.0,13.3,41.8,41.8,,8.1,7.0,10.0,1.0,1.0,8.8,8.8,,0,0,1,3,13,0,13,379.0,294.0,61.0,161.0,453.0,453.0,,,
AB165LD,AB16 5LD,AB,34.2,46.2,330.0,4.0,22.9,40.9,59.0,330.0,6.4,9.2,50.0,1.0,4.4,9.4,11.9,50.0,0,1,0,7,15,1,16,506.0,437.0,144.0,491.0,547.0,535.0,350.0,,
AB165LE,AB16 5LE,AB,58.7,60.6,200.0,,16.5,73.3,73.3,,16.2,13.4,20.0,,3.5,13.4,13.4,,0,0,0,4,14,0,14,389.0,384.0,,285.0,335.0,335.0,,,
AB165LH,AB16 5LH,AB,25.9,163.4,1000.0,,22.4,32.0,516.0,1000.0,6.7,7.1,9.99,,6.6,10.0,5.0,0.0,0,0,0,5,1,1,2,426.0,392.0,,260.0,541.0,840.0,1139.0,,
AB165LJ,AB16 5LJ,AB,43.9,35.4,54.78,9.0,,48.5,48.5,,10.0,8.0,16.03,1.0,,11.5,11.5,,0,0,2,0,4,0,4,352.0,290.0,290.0,,383.0,383.0,,,
AB165LL,AB16 5LL,AB,42.7,53.6,158.5,6.0,17.3,61.4,61.4,,16.2,14.2,29.97,1.0,2.7,16.6,16.6,,0,0,1,3,20,0,20,519.0,335.0,290.0,137.0,587.0,587.0,,,
AB165LN,AB16 5LN,AB,53.2,74.8,159.89,,,74.8,74.8,,10.8,14.6,29.96,,,14.6,14.6,,0,0,0,0,12,0,12,481.0,272.0,,,481.0,481.0,,,
AB165LP,AB16 5LP,AB,45.0,39.2,70.88,,12.0,52.8,52.8,,18.3,13.0,20.0,,1.0,19.0,19.0,,0,0,0,2,4,0,4,759.0,179.0,,101.0,1088.0,1088.0,,,
AB165LQ,AB16 5LQ,AB,29.9,27.5,35.6,,25.7,33.0,33.0,,5.4,5.0,7.01,,4.7,6.0,6.0,,0,0,0,6,2,0,2,396.0,368.0,,441.0,260.0,260.0,,,
AB165LR,AB16 5LR,AB,29.3,27.3,39.06,,21.8,34.7,34.7,,5.6,5.4,7.77,,5.0,6.0,6.0,,0,0,0,4,3,0,3,223.0,107.0,,125.0,353.0,353.0,,,
AB165LT,AB16 5LT,AB,24.5,25.3,39.84,3.0,19.9,37.5,37.5,,3.9,4.6,11.64,1.0,3.2,7.5,7.5,,0,1,0,14,8,0,8,561.0,390.0,394.0,425.0,821.0,821.0,,,
AB165LU,AB16 5LU,AB,31.0,80.4,1000.0,10.0,22.6,74.9,123.6,1000.0,7.2,6.7,11.78,1.0,5.8,4.7,4.5,0.0,0,0,1,13,18,1,19,450.0,397.0,95.0,345.0,424.0,447.0,856.0,,
AB165LX,AB16 5LX,AB,34.5,29.2,43.64,7.0,15.8,37.7,37.7,,6.7,6.0,10.0,1.0,2.5,8.2,8.2,,0,0,1,4,9,0,9,478.0,236.0,240.0,281.0,539.0,539.0,,,
AB165LY,AB16 5LY,AB,67.4,57.8,79.74,,18.0,61.1,61.1,,17.0,14.8,20.0,,1.0,16.0,16.0,,0,0,0,1,12,0,12,443.0,373.0,,116.0,470.0,470.0,,,
AB165NA,AB16 5NA,AB,34.4,30.7,40.3,,16.0,36.0,36.0,,6.1,5.9,10.0,,2.5,7.2,7.2,,0,0,0,4,11,0,11,463.0,262.0,,566.0,425.0,425.0,,,
AB165NB,AB16 5NB,AB,37.5,40.4,160.0,8.0,18.8,50.7,50.7,,8.1,9.3,30.0,5.0,2.3,12.3,12.3,,0,0,1,9,22,0,22,502.0,448.0,482.0,126.0,657.0,657.0,,,
AB165ND,AB16 5ND,AB,48.8,66.1,550.0,,18.8,51.8,85.0,550.0,11.1,12.9,75.0,,2.2,13.1,17.2,75.0,0,0,0,6,14,1,15,376.0,205.0,,74.0,438.0,471.0,937.0,,
AB165NE,AB16 5NE,AB,40.0,72.0,500.0,,16.7,61.9,78.1,500.0,10.0,11.2,29.65,,2.3,11.7,11.3,0.0,0,0,0,3,26,1,27,458.0,369.0,,222.0,475.0,467.0,274.0,,
AB165NF,AB16 5NF,AB,40.0,47.6,158.66,6.0,13.8,62.6,62.6,,10.0,9.9,29.07,1.0,1.0,13.1,13.1,,0,0,1,5,14,0,14,251.0,207.0,191.0,140.0,223.0,223.0,,,
AB165NG,AB16 5NG,AB,40.0,47.5,71.16,,21.0,51.8,51.8,,8.4,9.6,18.48,,1.0,11.0,11.0,,0,0,0,1,6,0,6,779.0,641.0,,263.0,865.0,865.0,,,
AB165NH,AB16 5NH,AB,42.3,43.0,67.85,6.0,18.0,49.5,49.5,,10.0,11.0,19.53,0.0,2.5,13.1,13.1,,0,0,1,4,21,0,21,356.0,238.0,29.0,301.0,382.0,382.0,,,
AB165NJ,AB16 5NJ,AB,65.7,52.0,79.98,,17.5,69.3,69.3,,19.2,12.6,20.0,,1.0,18.4,18.4,,0,0,0,4,8,0,8,272.0,107.0,,43.0,387.0,387.0,,,
AB165NL,AB16 5NL,AB,57.2,52.2,80.0,,20.8,62.8,62.8,,19.2,13.2,20.0,,1.3,17.3,17.3,,0,0,0,4,12,0,12,514.0,341.0,,310.0,582.0,582.0,,,
AB165NN,AB16 5NN,AB,48.7,46.6,79.98,4.0,17.3,56.6,56.6,,10.0,11.7,20.0,0.0,1.0,14.9,14.9,,0,1,0,3,13,0,13,378.0,192.0,240.0,419.0,379.0,379.0,,,
AB165NP,AB16 5NP,AB,61.9,58.1,73.77,,21.0,61.2,61.2,,19.0,15.6,19.73,,1.0,16.8,16.8,,0,0,0,1,12,0,12,761.0,626.0,,141.0,813.0,813.0,,,
AB165NQ,AB16 5NQ,AB,57.4,53.2,67.3,,16.0,57.9,57.9,,18.5,14.5,19.53,,1.0,16.3,16.3,,0,0,0,1,8,0,8,217.0,115.0,,209.0,218.0,218.0,,,
AB165NS,AB16 5NS,AB,58.2,65.0,160.0,,18.0,71.7,71.7,,19.5,16.1,30.0,,1.0,18.2,18.2,,0,0,0,3,21,0,21,771.0,516.0,,174.0,856.0,856.0,,,
AB165NT,AB16 5NT,AB,57.5,52.9,75.82,9.0,,60.2,60.2,,18.7,16.0,20.0,1.0,,18.5,18.5,,0,0,1,0,6,0,6,634.0,617.0,25.0,,735.0,735.0,,,
AB165NX,AB16 5NX,AB,71.8,52.3,80.0,,18.7,77.5,77.5,,19.5,11.9,20.0,,1.3,20.0,20.0,,0,0,0,3,4,0,4,220.0,190.0,,173.0,255.0,255.0,,,
AB165PA,AB16 5PA,AB,40.0,49.6,161.94,,15.3,72.5,72.5,,10.0,11.2,29.97,,1.0,18.2,18.2,,0,0,0,4,6,0,6,323.0,216.0,,38.0,405.0,405.0,,,
AB165PB,AB16 5PB,AB,66.0,58.0,80.0,,13.0,61.7,61.7,,19.5,15.0,20.0,,1.0,16.1,16.1,,0,0,0,1,12,0,12,644.0,480.0,,1.0,698.0,698.0,,,
AB165PD,AB16 5PD,AB,76.1,66.2,156.02,3.0,13.0,76.8,76.8,,19.5,14.9,29.27,0.0,1.0,17.5,17.5,,0,1,0,1,11,0,11,542.0,347.0,0.0,12.0,639.0,639.0,,,
AB165PJ,AB16 5PJ,AB,71.9,75.2,160.0,,23.5,82.6,82.6,,19.7,16.9,30.0,,2.3,19.0,19.0,,0,0,0,4,28,0,28,567.0,432.0,,141.0,607.0,607.0,,,
AB165PL,AB16 5PL,AB,39.4,41.2,77.96,,19.0,54.5,54.5,,10.0,9.4,20.0,,1.5,14.1,14.1,,0,0,0,6,10,0,10,333.0,370.0,,241.0,355.0,355.0,,,
AB165PN,AB16 5PN,AB,66.4,66.5,160.0,,,66.6,66.6,,17.4,16.3,30.0,,,16.3,16.3,,0,0,0,0,14,0,14,436.0,346.0,,,436.0,436.0,,,
AB165PP,AB16 5PP,AB,78.1,110.1,330.0,,19.0,95.8,119.2,330.0,19.5,21.3,50.0,,1.0,20.3,23.3,50.0,0,0,0,1,9,1,10,493.0,548.0,,33.0,526.0,539.0,656.0,,
AB165PQ,AB16 5PQ,AB,50.5,66.0,159.34,5.0,17.0,118.0,118.0,,9.6,11.3,29.96,0.0,1.0,21.8,21.8,,0,0,1,3,4,0,4,95.0,10.0,12.0,17.0,175.0,175.0,,,
AB165PR,AB16 5PR,AB,77.1,99.2,159.96,,,99.3,99.3,,19.5,20.8,29.98,,,20.8,20.8,,0,0,0,0,8,0,8,793.0,624.0,,,793.0,793.0,,,
AB165PS,AB16 5PS,AB,39.1,39.7,68.99,,16.5,49.0,49.0,,10.0,9.8,18.19,,1.0,13.4,13.4,,0,0,0,2,5,0,5,613.0,745.0,,93.0,698.0,698.0,,,
AB165PT,AB16 5PT,AB,57.3,47.5,75.87,,16.5,68.3,68.3,,14.3,11.2,20.0,,1.0,18.0,18.0,,0,0,0,2,3,0,3,853.0,286.0,,36.0,1398.0,1398.0,,,
AB165PU,AB16 5PU,AB,40.0,50.0,500.0,4.0,20.2,47.4,58.2,500.0,10.0,9.5,18.93,3.0,2.0,11.5,11.2,0.0,0,1,0,10,41,1,42,440.0,254.0,0.0,107.0,514.0,519.0,736.0,,
AB165PW,AB16 5PW,AB,33.6,31.8,80.0,,22.8,39.3,39.3,,5.8,4.7,8.07,,2.7,6.2,6.2,,0,0,0,18,22,0,22,453.0,291.0,,272.0,580.0,580.0,,,
AB165PY,AB16 5PY,AB,7.8,26.3,79.67,4.0,,60.0,60.0,,1.1,6.3,20.0,0.7,,15.0,15.0,,0,2,1,0,2,0,2,7.0,4.0,0.0,,14.0,14.0,,,
AB165QA,AB16 5QA,AB,57.2,56.4,156.03,,20.5,77.0,77.0,,18.9,12.8,29.26,,1.3,19.4,19.4,,0,0,0,4,7,0,7,594.0,344.0,,83.0,886.0,886.0,,,
AB165QB,AB16 5QB,AB,69.4,68.9,158.54,,20.3,76.4,76.4,,19.5,16.6,29.99,,1.0,18.9,18.9,,0,0,0,4,26,0,26,527.0,297.0,,87.0,595.0,595.0,,,
AB165QD,AB16 5QD,AB,52.5,55.4,156.19,,20.0,66.3,66.3,,12.6,12.8,29.26,,1.3,16.4,16.4,,0,0,0,4,13,0,13,313.0,315.0,,79.0,337.0,337.0,,,
AB165QE,AB16 5QE,AB,54.8,57.5,159.83,2.0,15.5,63.4,63.4,,12.4,13.8,29.96,1.0,1.0,15.4,15.4,,0,1,0,2,24,0,24,326.0,294.0,37.0,34.0,348.0,348.0,,,
AB165QF,AB16 5QF,AB,73.1,58.5,79.98,,21.0,63.1,63.1,,13.8,13.7,20.0,,1.0,15.3,15.3,,0,0,0,1,8,0,8,1168.0,378.0,,35.0,1310.0,1310.0,,,
AB165QG,AB16 5QG,AB,53.9,49.1,68.51,,16.0,57.5,57.5,,20.0,15.9,20.0,,1.0,19.5,19.5,,0,0,0,1,4,0,4,344.0,433.0,,433.0,321.0,321.0,,,
AB165QH,AB16 5QH,AB,53.1,46.5,78.12,,16.0,64.0,64.0,,16.2,12.1,20.0,,1.3,18.4,18.4,,0,0,0,4,7,0,7,487.0,236.0,,131.0,690.0,690.0,,,
AB165QL,AB16 5QL,AB,34.9,37.6,80.0,,16.5,41.5,41.5,,9.5,8.2,20.0,,1.0,9.5,9.5,,0,0,0,2,11,0,11,436.0,429.0,,93.0,458.0,458.0,,,
AB165QN,AB16 5QN,AB,39.1,37.8,71.85,,18.0,42.2,42.2,,10.0,10.2,20.0,,3.0,11.8,11.8,,0,0,0,4,18,0,18,686.0,491.0,,217.0,790.0,790.0,,,
AB165QQ,AB16 5QQ,AB,19.1,23.0,39.06,,19.2,34.3,34.3,,4.8,4.5,6.69,,4.0,6.0,6.0,,0,0,0,9,3,0,3,682.0,380.0,,857.0,160.0,160.0,,,
AB165QR,AB16 5QR,AB,17.9,20.4,36.0,,16.1,35.5,35.5,,2.6,3.1,7.79,,2.0,7.0,7.0,,0,0,0,7,2,0,2,978.0,764.0,,1005.0,394.0,394.0,,,
AB165QS,AB16 5QS,AB,53.9,52.5,160.0,6.0,16.6,62.6,62.6,,16.1,13.7,30.0,1.0,6.0,16.1,16.1,,0,0,2,5,27,0,27,492.0,303.0,64.0,307.0,540.0,540.0,,,
AB165QT,AB16 5QT,AB,29.4,38.1,77.38,9.0,18.7,60.0,60.0,,5.5,9.0,19.53,1.0,1.0,17.0,17.0,,0,0,1,3,4,0,4,695.0,174.0,49.0,85.0,1315.0,1315.0,,,
AB165QU,AB16 5QU,AB,37.5,193.8,1000.0,6.0,,39.3,231.4,1000.0,8.7,25.2,115.0,1.0,,8.8,30.0,115.0,0,0,1,0,4,1,5,903.0,614.0,137.0,,735.0,1056.0,2338.0,,
AB165QW,AB16 5QW,AB,58.7,68.4,160.0,,18.0,81.0,81.0,,19.1,16.0,30.0,,1.0,19.8,19.8,,0,0,0,1,4,0,4,656.0,866.0,,115.0,791.0,791.0,,,
AB165QX,AB16 5QX,AB,39.9,41.3,75.2,7.7,16.8,48.8,48.8,,10.0,10.9,19.69,1.0,4.8,13.0,13.0,,0,0,3,6,33,0,33,633.0,284.0,68.0,708.0,671.0,671.0,,,
AB165RA,AB16 5RA,AB,29.9,29.5,56.62,8.4,25.1,42.1,42.1,,7.5,6.9,13.66,1.0,6.3,9.8,9.8,,0,0,5,10,12,0,12,353.0,218.0,97.0,176.0,577.0,577.0,,,
AB165RB,AB16 5RB,AB,55.7,49.7,73.1,,14.7,57.2,57.2,,16.1,13.2,19.99,,1.0,15.9,15.9,,0,0,0,3,14,0,14,1115.0,662.0,,155.0,1241.0,1241.0,,,
AB165RE,AB16 5RE,AB,35.2,58.2,550.0,9.0,15.5,38.9,69.0,550.0,8.5,10.5,75.0,1.0,1.0,8.8,12.6,75.0,0,0,2,2,16,1,17,483.0,272.0,23.0,28.0,592.0,563.0,96.0,,
AB165RJ,AB16 5RJ,AB,54.0,54.4,160.0,,20.0,67.3,67.3,,14.1,13.5,30.0,,3.0,17.5,17.5,,0,0,0,3,8,0,8,769.0,438.0,,369.0,919.0,919.0,,,
AB165RL,AB16 5RL,AB,53.6,54.3,160.0,,17.8,61.6,61.6,,13.9,13.3,30.0,,1.0,15.7,15.7,,0,0,0,4,20,0,20,511.0,377.0,,247.0,538.0,538.0,,,
AB165RN,AB16 5RN,AB,16.1,22.6,61.27,1.0,17.0,61.0,61.0,,1.1,4.8,19.85,1.0,1.0,20.0,20.0,,1,0,0,3,1,0,1,63.0,49.0,0.0,58.0,80.0,80.0,,,
AB165RP,AB16 5RP,AB,54.7,54.5,72.67,,,54.5,54.5,,15.9,14.8,20.0,,,14.8,14.8,,0,0,0,0,13,0,13,852.0,499.0,,,852.0,852.0,,,
AB165RQ,AB16 5RQ,AB,44.0,42.4,71.11,,18.6,49.4,49.4,,10.0,10.3,20.0,,1.4,12.9,12.9,,0,0,0,5,17,0,17,360.0,270.0,,62.0,427.0,427.0,,,
AB165RR,AB16 5RR,AB,67.0,62.5,79.98,,18.5,66.7,66.7,,19.5,17.1,20.0,,1.0,18.6,18.6,,0,0,0,2,21,0,21,641.0,657.0,,24.0,699.0,699.0,,,
AB165RS,AB16 5RS,AB,47.8,45.3,66.43,7.0,19.0,49.7,49.7,,11.0,11.2,19.23,0.0,1.0,12.5,12.5,,0,0,1,1,15,0,15,354.0,297.0,30.0,126.0,391.0,391.0,,,
AB165RU,AB16 5RU,AB,57.6,64.1,160.0,,16.0,75.2,75.2,,10.0,13.1,30.0,,1.0,15.9,15.9,,0,0,0,3,13,0,13,327.0,154.0,,230.0,324.0,324.0,,,
AB165RX,AB16 5RX,AB,19.1,24.1,40.38,,16.1,40.0,40.0,,1.3,4.2,10.27,,1.3,10.0,10.0,,0,0,0,8,4,0,4,27.0,23.0,,35.0,6.0,6.0,,,
AB165RY,AB16 5RY,AB,59.9,54.8,78.11,,15.5,66.0,66.0,,19.5,13.3,20.0,,1.0,16.9,16.9,,0,0,0,2,7,0,7,255.0,187.0,,13.0,324.0,324.0,,,
AB165SA,AB16 5SA,AB,54.2,42.6,64.94,8.5,,56.4,56.4,,14.9,12.1,19.31,1.0,,16.4,16.4,,0,0,2,0,5,0,5,597.0,610.0,237.0,,741.0,741.0,,,
AB165SB,AB16 5SB,AB,68.8,115.8,1000.0,,11.0,74.7,121.0,1000.0,19.5,16.9,29.99,,1.0,17.7,16.8,0.0,0,0,0,1,19,1,20,741.0,561.0,,293.0,763.0,763.0,767.0,,
AB165SD,AB16 5SD,AB,76.6,89.7,158.78,,,89.8,89.8,,19.8,19.9,29.96,,,19.9,19.9,,0,0,0,0,8,0,8,866.0,925.0,,,866.0,866.0,,,
AB165SE,AB16 5SE,AB,66.4,65.6,79.9,,,65.6,65.6,,19.5,18.1,20.0,,,18.0,18.0,,0,0,0,0,7,0,7,302.0,158.0,,,302.0,302.0,,,
AB165SF,AB16 5SF,AB,77.5,67.5,79.76,,21.0,76.8,76.8,,19.5,16.4,20.0,,1.0,19.4,19.4,,0,0,0,1,5,0,5,580.0,587.0,,0.0,580.0,580.0,,,
AB165SG,AB16 5SG,AB,52.3,47.4,58.59,,17.0,50.8,50.8,,10.8,12.1,20.0,,1.0,13.3,13.3,,0,0,0,1,9,0,9,615.0,289.0,,49.0,677.0,677.0,,,
AB165SH,AB16 5SH,AB,59.3,53.5,74.89,,23.5,65.4,65.4,,19.2,15.2,20.0,,6.0,18.8,18.8,,0,0,0,2,5,0,5,546.0,311.0,,1036.0,350.0,350.0,,,
AB165SL,AB16 5SL,AB,39.7,56.4,500.0,7.0,20.6,60.9,76.6,500.0,9.1,10.1,30.0,0.5,3.8,13.1,12.6,0.0,0,0,2,13,27,1,28,647.0,502.0,30.0,442.0,761.0,763.0,830.0,,
AB165SN,AB16 5SN,AB,36.1,39.7,160.0,7.0,17.7,51.4,51.4,,9.0,8.7,30.0,1.0,2.8,11.1,11.1,,0,1,1,6,17,0,17,461.0,365.0,41.0,360.0,546.0,546.0,,,
AB165SP,AB16 5SP,AB,39.9,44.3,100.0,5.0,28.0,52.1,52.1,,10.0,11.0,19.53,1.0,5.0,11.7,11.7,,0,0,1,1,7,0,7,445.0,470.0,8.0,529.0,496.0,496.0,,,
AB165SQ,AB16 5SQ,AB,46.6,116.6,550.0,9.0,25.0,58.0,156.4,550.0,6.8,17.8,75.0,1.0,7.0,6.3,20.0,75.0,0,0,1,1,4,1,5,765.0,320.0,6.0,257.0,1243.0,1018.0,122.0,,
AB165SR,AB16 5SR,AB,49.4,90.6,1000.0,7.0,19.0,67.3,111.7,1000.0,12.0,16.7,115.0,1.0,3.4,13.4,18.2,115.0,0,0,1,5,20,1,21,370.0,221.0,0.0,237.0,413.0,402.0,195.0,,
AB165SS,AB16 5SS,AB,39.9,45.6,80.0,,16.8,52.8,52.8,,10.7,12.0,20.0,,2.3,14.4,14.4,,0,0,0,4,16,0,16,808.0,457.0,,222.0,955.0,955.0,,,
AB165ST,AB16 5ST,AB,41.0,68.9,500.0,5.0,14.4,64.8,82.9,500.0,10.0,12.2,29.97,1.0,2.2,13.2,12.7,0.0,0,1,0,5,23,1,24,428.0,268.0,0.0,233.0,460.0,468.0,668.0,,
AB165SU,AB16 5SU,AB,40.0,55.6,158.68,,21.5,69.2,69.2,,10.0,12.2,29.99,,1.0,16.6,16.6,,0,0,0,2,5,0,5,512.0,587.0,,47.0,698.0,698.0,,,
AB165SW,AB16 5SW,AB,69.1,61.7,76.83,,19.0,70.4,70.4,,19.5,15.9,20.0,,1.0,18.8,18.8,,0,0,0,1,5,0,5,588.0,449.0,,0.0,588.0,588.0,,,
AB165SX,AB16 5SX,AB,40.0,44.3,121.07,5.3,12.0,55.3,55.3,,10.0,10.2,20.0,0.8,1.3,12.3,12.3,,0,3,1,4,26,0,26,447.0,265.0,39.0,123.0,542.0,542.0,,,
AB165SY,AB16 5SY,AB,76.1,58.5,79.91,,21.0,77.3,77.3,,19.5,13.6,20.0,,1.0,19.8,19.8,,0,0,0,2,4,0,4,440.0,314.0,,300.0,510.0,510.0,,,
AB165TA,AB16 5TA,AB,40.0,77.9,1000.0,,15.0,45.8,93.5,1000.0,9.9,9.6,19.6,,3.8,11.1,10.6,0.0,0,0,0,5,19,1,20,605.0,291.0,,384.0,603.0,661.0,1751.0,,
AB165TB,AB16 5TB,AB,57.5,141.7,1000.0,,20.0,64.9,168.8,1000.0,17.0,14.5,20.0,,7.5,14.5,12.9,0.0,0,0,0,2,8,1,9,593.0,501.0,,219.0,598.0,610.0,707.0,,
AB165TD,AB16 5TD,AB,54.8,55.9,100.0,10.0,13.0,60.8,60.8,,16.1,14.0,20.0,1.0,1.0,13.9,13.9,,0,0,1,1,18,0,18,331.0,244.0,4.0,39.0,365.0,365.0,,,
AB165TE,AB16 5TE,AB,34.3,38.2,72.45,,20.8,46.0,46.0,,6.7,9.3,20.0,,4.2,11.5,11.5,,0,0,0,5,11,0,11,475.0,337.0,,503.0,463.0,463.0,,,
AB165TF,AB16 5TF,AB,39.1,34.4,63.79,3.0,19.2,41.5,41.5,,8.9,7.8,18.85,1.0,4.2,9.5,9.5,,0,1,0,5,15,0,15,553.0,481.0,14.0,137.0,727.0,727.0,,,
AB165TG,AB16 5TG,AB,15.8,19.9,40.0,8.0,18.5,37.7,37.7,,3.1,3.2,8.56,1.0,3.3,6.0,6.0,,0,0,4,4,3,0,3,239.0,190.0,155.0,192.0,335.0,335.0,,,
AB165TH,AB16 5TH,AB,32.2,28.2,60.75,5.5,21.5,38.6,38.6,,5.4,6.0,16.67,4.5,3.8,7.9,7.9,,0,0,2,4,7,0,7,616.0,428.0,126.0,553.0,792.0,792.0,,,
AB165TJ,AB16 5TJ,AB,35.1,37.6,65.58,,18.5,45.2,45.2,,10.0,10.4,18.13,,4.0,13.2,13.2,,0,0,0,2,5,0,5,629.0,469.0,,543.0,664.0,664.0,,,
AB165TL,AB16 5TL,AB,40.9,116.9,1000.0,,11.0,46.3,125.8,1000.0,10.6,12.3,20.0,,1.0,13.3,12.2,0.0,0,0,0,1,11,1,12,652.0,434.0,,50.0,699.0,702.0,740.0,,
AB165TN,AB16 5TN,AB,40.0,40.5,76.77,,16.0,49.6,49.6,,10.0,8.9,20.0,,1.0,11.8,11.8,,0,0,0,7,19,0,19,133.0,60.0,,95.0,148.0,148.0,,,
AB165TP,AB16 5TP,AB,26.2,31.0,55.83,5.0,21.1,43.7,43.7,,5.4,5.5,12.09,1.0,1.6,10.0,10.0,,0,0,1,9,9,0,9,670.0,570.0,58.0,491.0,917.0,917.0,,,
AB165TQ,AB16 5TQ,AB,34.2,31.6,44.9,,22.1,36.7,36.7,,6.5,5.7,9.53,,2.9,7.2,7.2,,0,0,0,7,13,0,13,661.0,598.0,,268.0,873.0,873.0,,,
AB165TR,AB16 5TR,AB,32.3,31.1,52.75,,20.3,40.4,40.4,,4.9,5.7,11.67,,1.7,9.3,9.3,,0,0,0,6,7,0,7,143.0,118.0,,189.0,103.0,103.0,,,
AB165TS,AB16 5TS,AB,34.4,40.4,72.89,,22.0,58.7,58.7,,5.0,7.3,19.53,,1.3,13.3,13.3,,0,0,0,3,3,0,3,223.0,84.0,,37.0,409.0,409.0,,,
AB165TT,AB16 5TT,AB,35.7,32.7,44.46,,21.0,38.6,38.6,,7.2,5.6,9.24,,2.0,7.4,7.4,,0,0,0,5,10,0,10,492.0,382.0,,270.0,604.0,604.0,,,
AB165TU,AB16 5TU,AB,60.8,60.6,160.0,,24.7,67.7,67.7,,19.5,16.9,30.0,,7.0,18.9,18.9,,0,0,0,3,15,0,15,462.0,392.0,,191.0,517.0,517.0,,,
AB165TX,AB16 5TX,AB,37.8,33.2,50.97,,21.8,40.8,40.8,,7.3,5.7,9.99,,1.3,8.7,8.7,,0,0,0,4,6,0,6,400.0,206.0,,296.0,469.0,469.0,,,
AB165UA,AB16 5UA,AB,35.3,47.1,160.0,,23.8,63.7,63.7,,10.0,11.9,30.0,,8.4,14.4,14.4,,0,0,0,5,7,0,7,397.0,267.0,,339.0,438.0,438.0,,,
AB165UB,AB16 5UB,AB,42.5,43.1,69.45,,14.0,50.4,50.4,,12.5,11.5,20.0,,1.0,14.1,14.1,,0,0,0,2,8,0,8,394.0,136.0,,241.0,383.0,383.0,,,
AB165UD,AB16 5UD,AB,38.3,36.4,51.71,,23.5,40.1,40.1,,7.8,7.1,10.19,,3.0,8.4,8.4,,0,0,0,8,28,0,28,492.0,350.0,,305.0,545.0,545.0,,,
